0.000000000000000000e+00,1.466666666666666674e-01,7.692307692307692735e-02,5.384615384615384359e-01,1.000000000000000000e+00,2.159090909090909116e-01,1.626506024096385505e-01,2.000000000000000111e-01,3.793103448275861878e-01
0.000000000000000000e+00,2.000000000000000111e-01,7.692307692307692735e-02,9.615384615384615641e-01,1.000000000000000000e+00,2.651515151515150825e-01,2.228915662650602370e-01,2.500000000000000000e-01,3.103448275862069061e-01
0.000000000000000000e+00,8.000000000000000167e-02,7.692307692307692735e-02,8.461538461538461453e-01,1.000000000000000000e+00,6.818181818181816289e-02,1.084337349397590106e-01,8.181818181818184543e-02,6.379310344827586743e-01
7.333333333333332815e-01,3.466666666666666785e-01,2.307692307692307820e-01,5.769230769230768718e-01,1.000000000000000000e+00,3.219696969696969613e-01,3.072289156626505369e-01,3.181818181818181768e-01,2.413793103448275967e-01
7.333333333333332815e-01,3.466666666666666785e-01,2.307692307692307820e-01,5.769230769230768718e-01,1.000000000000000000e+00,2.992424242424241987e-01,2.831325301204818401e-01,2.954545454545454697e-01,2.758620689655172376e-01
1.333333333333333315e-01,3.466666666666666785e-01,2.307692307692307820e-01,5.769230769230768718e-01,1.000000000000000000e+00,2.916666666666666297e-01,2.228915662650602370e-01,2.681818181818181879e-01,2.931034482758620441e-01
1.333333333333333315e-01,3.466666666666666785e-01,2.307692307692307820e-01,5.769230769230768718e-01,1.000000000000000000e+00,2.878787878787879007e-01,2.469879518072288782e-01,2.727272727272727071e-01,2.931034482758620441e-01
1.333333333333333315e-01,3.733333333333333504e-01,2.307692307692307820e-01,5.769230769230768718e-01,1.000000000000000000e+00,3.257575757575758013e-01,3.012048192771084043e-01,3.181818181818181768e-01,2.413793103448275967e-01
1.333333333333333315e-01,3.733333333333333504e-01,2.307692307692307820e-01,9.615384615384615641e-01,1.000000000000000000e+00,3.484848484848484529e-01,3.313253012048192336e-01,3.409090909090908839e-01,2.241379310344827624e-01
0.000000000000000000e+00,2.000000000000000111e-01,7.692307692307692735e-02,5.384615384615384359e-01,1.000000000000000000e+00,2.424242424242423755e-01,2.108433734939758886e-01,2.318181818181818121e-01,3.448275862068965747e-01
0.000000000000000000e+00,2.000000000000000111e-01,7.692307692307692735e-02,9.615384615384615641e-01,1.000000000000000000e+00,2.651515151515150825e-01,2.469879518072288782e-01,2.590909090909091494e-01,3.103448275862069061e-01
0.000000000000000000e+00,3.466666666666666785e-01,2.307692307692307820e-01,5.384615384615384359e-01,1.000000000000000000e+00,2.992424242424241987e-01,2.590361445783132543e-01,2.863636363636363757e-01,2.758620689655172376e-01
8.666666666666666963e-01,1.200000000000000094e-01,7.692307692307692735e-02,3.076923076923077094e-01,1.000000000000000000e+00,2.083333333333332871e-01,1.746987951807228989e-01,1.954545454545454919e-01,3.965517241379310498e-01
2.000000000000000111e-01,6.666666666666666297e-01,6.923076923076922906e-01,1.153846153846153910e-01,1.000000000000000000e+00,5.227272727272727071e-01,5.180722891566263977e-01,5.227272727272727071e-01,1.206896551724137984e-01
6.666666666666666297e-01,6.666666666666666297e-01,6.923076923076922906e-01,1.153846153846153910e-01,1.000000000000000000e+00,5.227272727272727071e-01,5.180722891566263977e-01,5.227272727272727071e-01,1.206896551724137984e-01
8.666666666666666963e-01,5.066666666666667096e-01,3.846153846153846367e-01,3.461538461538461453e-01,1.000000000000000000e+00,4.999999999999999445e-01,4.397590361445783413e-01,4.818181818181818121e-01,1.379310344827586188e-01
8.666666666666666963e-01,5.066666666666667096e-01,3.846153846153846367e-01,9.615384615384615641e-01,1.000000000000000000e+00,5.265151515151516026e-01,4.939759036144577564e-01,5.136363636363636687e-01,1.206896551724137984e-01
8.666666666666666963e-01,5.066666666666667096e-01,3.846153846153846367e-01,3.461538461538461453e-01,1.000000000000000000e+00,4.999999999999999445e-01,4.397590361445783413e-01,4.818181818181818121e-01,1.379310344827586188e-01
8.666666666666666963e-01,5.066666666666667096e-01,3.846153846153846367e-01,9.615384615384615641e-01,1.000000000000000000e+00,5.265151515151516026e-01,4.939759036144577564e-01,5.136363636363636687e-01,1.206896551724137984e-01
2.000000000000000111e-01,6.666666666666666297e-01,6.923076923076922906e-01,1.153846153846153910e-01,1.000000000000000000e+00,5.227272727272727071e-01,5.180722891566263977e-01,5.227272727272727071e-01,1.206896551724137984e-01
0.000000000000000000e+00,1.466666666666666674e-01,7.692307692307692735e-02,8.846153846153845812e-01,1.000000000000000000e+00,2.159090909090909116e-01,2.048192771084337283e-01,2.136363636363636798e-01,3.620689655172413812e-01
0.000000000000000000e+00,1.466666666666666674e-01,7.692307692307692735e-02,6.538461538461538547e-01,1.000000000000000000e+00,2.765151515151514916e-01,2.469879518072288782e-01,2.681818181818181879e-01,2.931034482758620441e-01
0.000000000000000000e+00,1.466666666666666674e-01,7.692307692307692735e-02,9.615384615384615641e-01,1.000000000000000000e+00,2.500000000000000000e-01,2.108433734939758886e-01,2.363636363636364146e-01,3.275862068965517127e-01
6.666666666666666297e-01,1.466666666666666674e-01,7.692307692307692735e-02,6.538461538461538547e-01,1.000000000000000000e+00,2.765151515151514916e-01,2.469879518072288782e-01,2.681818181818181879e-01,2.931034482758620441e-01
6.666666666666666297e-01,1.466666666666666674e-01,7.692307692307692735e-02,6.538461538461538547e-01,1.000000000000000000e+00,2.765151515151514916e-01,2.469879518072288782e-01,2.681818181818181879e-01,2.931034482758620441e-01
6.666666666666666297e-01,1.466666666666666674e-01,7.692307692307692735e-02,9.615384615384615641e-01,1.000000000000000000e+00,2.500000000000000000e-01,2.108433734939758886e-01,2.363636363636364146e-01,3.275862068965517127e-01
1.333333333333333315e-01,1.466666666666666674e-01,7.692307692307692735e-02,6.538461538461538547e-01,1.000000000000000000e+00,2.954545454545454142e-01,2.469879518072288782e-01,2.772727272727272818e-01,2.931034482758620441e-01
1.333333333333333315e-01,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,1.000000000000000000e+00,3.257575757575758013e-01,2.771084337349397075e-01,3.090909090909091383e-01,2.586206896551724310e-01
1.333333333333333315e-01,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,0.000000000000000000e+00,2.121212121212121271e-01,1.325301204819277212e-01,1.818181818181818232e-01,4.137931034482758563e-01
1.333333333333333315e-01,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,1.000000000000000000e+00,3.446969696969697239e-01,2.710843373493975750e-01,3.227272727272726960e-01,2.413793103448275967e-01
1.333333333333333315e-01,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,0.000000000000000000e+00,2.121212121212121271e-01,1.325301204819277212e-01,1.818181818181818232e-01,4.137931034482758563e-01
1.333333333333333315e-01,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,1.000000000000000000e+00,3.371212121212120438e-01,2.891566265060241392e-01,3.227272727272726960e-01,2.413793103448275967e-01
1.333333333333333315e-01,4.133333333333333304e-01,3.846153846153846367e-01,6.538461538461538547e-01,1.000000000000000000e+00,3.598484848484848064e-01,2.590361445783132543e-01,3.272727272727273262e-01,2.413793103448275967e-01
1.333333333333333315e-01,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,0.000000000000000000e+00,2.121212121212121271e-01,1.506024096385542022e-01,1.954545454545454919e-01,3.965517241379310498e-01
6.666666666666666574e-02,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,1.000000000000000000e+00,3.371212121212120438e-01,2.891566265060241392e-01,3.227272727272726960e-01,2.413793103448275967e-01
6.666666666666666574e-02,4.133333333333333304e-01,3.846153846153846367e-01,6.538461538461538547e-01,1.000000000000000000e+00,3.977272727272727071e-01,3.433734939759035543e-01,3.818181818181818343e-01,2.068965517241379282e-01
6.666666666666666574e-02,7.199999999999999734e-01,6.923076923076922906e-01,6.538461538461538547e-01,1.000000000000000000e+00,5.492424242424241987e-01,4.518072289156626065e-01,5.181818181818181879e-01,1.206896551724137984e-01
6.666666666666666574e-02,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,0.000000000000000000e+00,2.121212121212121271e-01,1.506024096385542022e-01,1.954545454545454919e-01,3.965517241379310498e-01
5.999999999999999778e-01,1.466666666666666674e-01,7.692307692307692735e-02,6.538461538461538547e-01,1.000000000000000000e+00,2.878787878787879007e-01,2.891566265060241392e-01,2.909090909090909505e-01,2.758620689655172376e-01
7.333333333333332815e-01,1.466666666666666674e-01,7.692307692307692735e-02,6.538461538461538547e-01,1.000000000000000000e+00,2.954545454545454142e-01,2.710843373493975750e-01,2.863636363636363757e-01,2.758620689655172376e-01
7.333333333333332815e-01,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,1.000000000000000000e+00,3.295454545454544748e-01,3.132530120481927249e-01,3.227272727272726960e-01,2.413793103448275967e-01
7.333333333333332815e-01,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,0.000000000000000000e+00,2.272727272727272096e-01,2.289156626506023695e-01,2.227272727272727459e-01,3.448275862068965747e-01
7.333333333333332815e-01,1.466666666666666674e-01,7.692307692307692735e-02,6.538461538461538547e-01,1.000000000000000000e+00,2.159090909090909116e-01,2.590361445783132543e-01,2.318181818181818121e-01,3.448275862068965747e-01
8.000000000000000444e-01,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,1.000000000000000000e+00,4.128787878787877896e-01,4.156626506024096446e-01,4.136363636363636354e-01,1.724137931034482873e-01
8.000000000000000444e-01,2.800000000000000266e-01,2.307692307692307820e-01,6.538461538461538547e-01,0.000000000000000000e+00,3.106060606060605522e-01,2.831325301204818401e-01,2.999999999999999889e-01,2.586206896551724310e-01
8.666666666666666963e-01,4.400000000000000577e-01,3.846153846153846367e-01,1.538461538461538547e-01,1.000000000000000000e+00,5.075757575757575690e-01,4.216867469879517771e-01,4.772727272727272929e-01,1.379310344827586188e-01
8.666666666666666963e-01,4.400000000000000577e-01,3.846153846153846367e-01,9.615384615384615641e-01,1.000000000000000000e+00,6.439393939393939226e-01,5.662650602409637912e-01,6.181818181818181657e-01,8.620689655172414367e-02
8.666666666666666963e-01,5.733333333333333615e-01,5.384615384615384359e-01,1.538461538461538547e-01,1.000000000000000000e+00,5.303030303030302761e-01,3.975903614457830804e-01,4.863636363636363869e-01,1.379310344827586188e-01
8.666666666666666963e-01,5.733333333333333615e-01,5.384615384615384359e-01,9.615384615384615641e-01,1.000000000000000000e+00,6.401515151515151381e-01,5.903614457831325435e-01,6.227272727272727959e-01,8.620689655172414367e-02
8.666666666666666963e-01,4.400000000000000577e-01,3.846153846153846367e-01,1.538461538461538547e-01,1.000000000000000000e+00,5.075757575757575690e-01,4.216867469879517771e-01,4.772727272727272929e-01,1.379310344827586188e-01
8.666666666666666963e-01,4.400000000000000577e-01,3.846153846153846367e-01,9.615384615384615641e-01,1.000000000000000000e+00,6.439393939393939226e-01,5.662650602409637912e-01,6.181818181818181657e-01,8.620689655172414367e-02
